week,date,revenue,tv_spend,search_spend,social_spend,display_spend,email_spend
43,2021-11-01,573.9078115150136,29.658971186489175,21.916969321767475,14.902324729961583,8.049509366825276,1.9907483503455932
44,2021-11-08,576.6099240430074,24.097388107949904,24.999121234551474,22.040169337847466,14.507423688943012,6.593900811646235
45,2021-11-15,596.1585895270437,21.468308577034605,14.707319590107954,25.33021626430796,13.04805186768129,8.34215730270536
46,2021-11-22,587.32159268532,23.852933431498744,19.374954848402112,13.634327161568644,19.14780684805222,4.308328852662429
47,2021-11-29,606.5776174217176,27.661135915094317,27.407277738294866,14.005369549284481,13.260565796174813,5.430290232315158
48,2021-12-06,625.0128608821869,36.41131779649209,16.28205885593718,24.01102951344105,13.163109423786045,4.870662124157069
49,2021-12-13,606.9409220848332,20.715250975823054,15.888749913548398,17.138952059872228,11.499216209674305,4.658480930883707
50,2021-12-20,632.5574965658153,30.214420448160922,21.01153095915597,24.317196264299508,14.450327601602373,5.51060699246544
51,2021-12-27,620.1443756893102,26.61081396666495,24.221925952426602,16.008589296485173,13.875255603744462,8.141227925526756
52,2022-01-03,585.5205221657517,27.706288339466273,20.057130277803296,24.5477050932182,15.755175025695586,8.75608001323128
53,2022-01-10,598.8216447880081,37.01930477713223,26.644802952184946,18.591686175624535,10.436031244088145,5.496091162439779
54,2022-01-17,604.1520593074276,33.76680805902748,24.283969912832635,19.16202970495213,10.693777581168113,8.857590321096705
55,2022-01-24,600.9548329510449,39.361786752099206,24.20910033445031,25.04123109751457,10.56269048726406,6.053364715476937
56,2022-01-31,596.5357772473526,28.918460245250696,22.770582506620467,16.37203285150123,14.372405163536968,8.630536540051622
57,2022-02-07,620.2587493927316,25.128401718305078,31.638265501730423,13.764950568337687,16.495123320890198,5.860052025519762
58,2022-02-14,589.7466521175978,28.432988281836504,18.97419155566978,15.981461063872406,10.623478520552098,6.196586739069216
59,2022-02-21,561.9481582896806,31.69747753889855,9.982388539667431,20.035502777894123,10.725678816620727,6.548211708964252
60,2022-02-28,630.1319195423935,31.236013509175976,28.021271807585705,10.954084175187685,12.942231671609397,10.768280519051302
61,2022-03-07,640.319797580378,22.409283494366434,17.711502845215872,20.868619061930048,11.262715499961296,7.276928362267183
62,2022-03-14,638.6767799959816,30.63342847139512,20.539402221715164,15.575529070720156,14.85616095941967,4.939103205072804
63,2022-03-21,672.6239005882175,31.597598310972337,26.547753424302634,23.165156973301034,5.24466812814286,7.453496805413787
64,2022-03-28,630.2230589134905,47.622318262737444,11.988702294705373,7.225828627947878,9.519884859249316,5.457251194373487
65,2022-04-04,612.4447299808663,43.13791227897169,13.741763929469302,14.46045401203124,9.652750998115662,5.265374725648186
66,2022-04-11,596.6842824473628,24.02729654608826,11.993610314405732,10.410893319446542,5.038931962841565,7.362902039838167
67,2022-04-18,591.7830201532979,27.988316469155766,16.02931854987288,14.281967401362213,9.109084666893589,6.0466283816567294
68,2022-04-25,568.1517178330495,19.755905987140977,22.19818303008497,19.114496554990243,9.254531652462221,6.417863871767709
69,2022-05-02,607.152910666871,25.865050902255597,22.620939214063856,17.1934801854761,11.396686036443509,6.020977832797938
70,2022-05-09,570.021151582006,32.20923502513239,21.381370896642768,16.859800939733933,15.33889767498079,6.504874689908152
71,2022-05-16,526.3175149664916,38.440975346217634,12.936170580538167,17.283668078789727,11.264818046427893,6.637448846154224
72,2022-05-23,498.44341136433263,24.89641313579474,8.44948281683678,18.915247082789744,8.907558839186539,3.094549600941877
73,2022-05-30,548.33044326814,25.420974919525424,20.27176792695191,13.461587811256015,11.829136376359413,6.999859002914301
74,2022-06-06,570.8311964306478,14.968976791829416,17.64111983180832,21.180823384045727,15.147520864324049,4.526970870254549
75,2022-06-13,599.9136503784384,28.861338556185647,22.29692885858306,20.98199686673468,9.072123551655285,3.836551296660883
76,2022-06-20,624.7141670774054,22.563099116983057,23.50976813110635,19.732670719452454,9.268275348235655,5.912383134211976
77,2022-06-27,664.5736610955196,26.293924008437482,20.69120716029341,20.504400492380682,13.67564687782267,6.125971504971681
78,2022-07-04,681.1008794581022,23.861974552826883,23.80066542687927,19.333881003638968,11.335391652807598,4.9597407531415785
79,2022-07-11,709.9227145592592,29.3401621202321,21.146056870575343,27.157829862289802,13.942454072128424,7.246547786501962
80,2022-07-18,700.151412623584,17.695901260503582,22.650323528007334,17.608076230263705,11.95905962461411,3.98673725044364
81,2022-07-25,683.4719649491367,19.730683282263065,16.476633685650587,16.618125517494406,14.104990944268701,5.389584376841162
82,2022-08-01,652.981574422428,44.90472978419809,19.101942930842707,14.6091258883918,8.894765657878077,5.122688797600499
83,2022-08-08,667.3608463170284,20.98804193108178,20.983880483284786,13.354817982399734,11.963746047635198,5.9301190944909905
84,2022-08-15,618.0500133987713,22.322500950817524,24.102642377087093,12.399876955795161,11.36792995691053,6.4182964269708584
85,2022-08-22,634.9649729391065,42.8583946982492,18.03129413887714,14.000412090460866,8.352327227687608,4.488160575564683
86,2022-08-29,646.0135289074049,50.33547018468285,22.605836278660565,17.681938282565678,7.3095661563939345,7.086424016184342
87,2022-09-05,628.1607912143386,21.799033598222607,18.670806040423106,19.504328078239716,14.057247105823986,6.09450355250205
88,2022-09-12,599.1953760364737,27.422257302483786,19.412289163359347,18.230139263484727,10.947142853346065,3.1620806200321345
89,2022-09-19,572.3336227765094,32.390888856583565,24.147595210120365,14.555091251566292,8.93315915505801,3.0621128394044534
90,2022-09-26,535.3909609951927,42.10088351083915,10.034698144729221,22.050830538089834,11.711463189230003,5.981521060606033
91,2022-10-03,553.0801070503666,23.09200045100234,13.517638359626195,21.327357025354264,15.384056572047907,5.668549023320469
92,2022-10-10,524.8283015534369,28.283055078405233,12.589073012785896,17.281582616600925,5.157786463884231,5.84486982963805
93,2022-10-17,524.8601902032568,35.44136303243221,8.331919400758476,15.061877349008796,7.510083930290021,5.958026315204673
94,2022-10-24,598.0923680076882,33.04336252126633,16.608677799224118,20.467925643734098,9.231340674314197,6.3383397592652715
95,2022-10-31,614.2823098095037,27.366907501389306,23.7471694986387,18.84588114368747,16.383536600160987,7.421474414772449
96,2022-11-07,624.7384740382925,29.063239248387713,18.575579668087126,11.483427332632285,12.84776094875789,4.333342648623662
97,2022-11-14,634.5838974273782,20.37572934141013,20.98895040970926,17.694088848070177,14.30195172138368,4.242042610648808
98,2022-11-21,627.1890427691679,28.332783792177345,25.446087483553963,19.179161154334714,8.579517242621309,4.360014213168927
99,2022-11-28,667.2099986196156,28.135287569937315,26.638430661338457,13.951373460805108,8.64139237418842,6.433375000753061
100,2022-12-05,660.3934118404319,31.625189227383792,19.654310326369302,18.854295267768492,13.34344115016813,7.867421067969668
101,2022-12-12,641.9664536418247,26.11270946826689,26.767929447846985,11.453298816339949,12.17482299280634,5.352990842640734
102,2022-12-19,615.946161984411,33.30076965781597,20.460633292170545,24.012837450054768,13.646216456592379,2.2474502337605182
103,2022-12-26,597.8472537510174,37.0890107247388,15.81300888086269,23.615774932767444,11.436987027214643,3.4440107060844367
104,2023-01-02,591.9390861695066,31.088005293679263,17.027998239006322,16.863671995636658,12.83443117936388,4.750444915805983
105,2023-01-09,590.0207278650703,32.46229485879442,12.597317437174919,19.63554452027583,12.474357254715327,5.163406668757178
106,2023-01-16,548.5268390213133,30.37208743304507,15.559330731331737,7.155351153900563,14.333302167254777,5.387417059117911
107,2023-01-23,587.267554557886,30.000590751639898,18.209916559627853,12.796435528806002,14.421024845833411,6.057871684471376
108,2023-01-30,575.2735691623026,24.949093765200068,24.01792509689301,16.677994859315415,7.14038401682469,5.532380503766329
109,2023-02-06,614.1084698267882,32.215459831713154,28.60384915582992,13.175401403579134,5.258194333977434,7.574009415815111
110,2023-02-13,605.7962832043514,29.318993811105575,13.0890924231148,21.214784171837966,15.005236192954522,4.985974041477947
111,2023-02-20,706.9659356991559,44.65217816251416,21.964137341299594,26.98783438836597,15.56317527978581,4.706523060786686
112,2023-02-27,625.9777413735834,41.0134843173267,14.797280304212329,12.705233762568142,8.938130941459988,6.718313307780693
113,2023-03-06,693.2195917400826,32.700925867895506,22.37348544231601,14.231414681616632,6.420493780363114,3.696536895110821
114,2023-03-13,678.5030184395057,24.658599532136627,19.344566746561366,19.059517657394686,12.297104463021602,6.584537557980004
115,2023-03-20,658.3469134215334,22.213119696116074,10.845470870762348,25.250022668248295,14.792514679051589,6.153829775589401
116,2023-03-27,692.8590507574752,38.338000671622055,24.641484957842422,12.499315593570437,17.392783567302942,5.778836265122749
117,2023-04-03,683.9311635736852,31.83924457602997,16.974996435956346,19.12066255038124,13.548892716304353,8.382414160723894
118,2023-04-10,664.263121180847,33.36100382374128,17.330498808132226,26.195844828658988,10.884849910242915,5.066688832057923
119,2023-04-17,642.9691186349065,17.78789809118065,14.65123794355155,10.567083833193298,9.320608135245411,9.090447255786117
120,2023-04-24,601.6723832150172,36.49206937090727,16.728583616562222,12.235188569193756,12.034353875011963,5.661852826157851
121,2023-05-01,636.4997062402895,33.18094236750054,22.139452203474587,16.09377027092623,11.102205888344232,4.084475332544658
122,2023-05-08,581.9410530510617,22.226985209098654,19.053778295317972,15.65735214215065,8.954796282813552,6.104879371492238
123,2023-05-15,602.9081218662009,26.699326347850356,21.643310011412407,21.6567057948914,18.146266952589862,4.385632199521848
124,2023-05-22,592.9890679291244,31.84602043049564,21.80960926964422,19.08746873919377,17.355505206216392,4.872366228279749
125,2023-05-29,630.3817815599959,30.367267588493707,26.603308277640835,10.012670731610422,15.408146050666286,6.595549950023237
126,2023-06-05,649.7680578212958,27.954801699375114,18.286069245678103,20.31934681305365,9.237448806572617,6.833373132975187
127,2023-06-12,612.2742204674464,29.275582123538275,12.615710915771341,15.401075006899573,14.565057972891836,5.066748449618613
128,2023-06-19,681.2635866799683,28.2361583525518,25.336112082859916,23.735012476235575,13.918879228493706,7.481107717569601
129,2023-06-26,668.8692935249326,31.06793758471728,18.342559139513728,15.175856086033862,13.327636872612159,7.736261637031701
130,2023-07-03,731.0751288999454,40.300443810952096,25.572962222886886,15.13523122603994,15.748995801131331,8.154452634844937
131,2023-07-10,699.096757477278,12.033390913480916,21.916885565912352,20.435092248620393,13.906113428583833,6.794120110688583
132,2023-07-17,721.3141988022626,28.34204814843221,19.344312348983276,21.433169170516216,14.220042708913006,8.045143068128548
133,2023-07-24,744.8451597489959,31.23558694960713,21.743879470231477,20.016447137712916,13.91071885011663,3.1788023580389133
134,2023-07-31,771.3570794782117,32.0719579278097,29.7550628006315,10.414812071768363,13.022374224006318,5.523140177057306
135,2023-08-07,791.2379456359602,27.39659793075097,30.384902645268767,20.42115497967713,6.649166610857449,4.699492115514861
136,2023-08-14,678.2886342100909,17.70294752264992,20.346905675663894,13.345613767465204,12.250863232231671,6.1788387916910885
137,2023-08-21,702.4301477355657,32.29596838599877,20.800952966585378,19.058742502147187,10.331424123452624,5.142826171204894
138,2023-08-28,672.3951246275501,42.091451499149294,25.381200787331927,11.593195040704229,8.160477127079938,5.750763237075401
139,2023-09-04,625.6984903748154,19.262970165587035,15.771694836163265,20.008449663943786,17.045449857902472,8.823262320306075
140,2023-09-11,631.6138893957631,36.046796095887316,21.665351863091274,14.370304930616824,17.18698602265711,5.745420305369432
141,2023-09-18,599.4483983858485,27.700323438139744,19.870685760230717,12.228144073827652,16.077661800886837,6.620688475785321
142,2023-09-25,604.3660737637418,29.57072957919807,21.56954105728777,21.212190614170797,12.765640250567625,5.651596005113647
143,2023-10-02,571.4730692961928,22.629710425072357,15.833155970252971,19.08740034754538,16.05187536285797,6.113569931935251
144,2023-10-09,534.5173217785477,27.658806793508862,12.052162533455155,15.237104393731963,12.036159541805477,6.009025020654107
145,2023-10-16,550.9326183616624,39.100312162892706,9.635082820043541,24.53030482059479,12.608391830693337,6.672486098959739
146,2023-10-23,617.6527786827604,34.07858669391395,14.41307943505196,16.01706410293616,8.719585888614052,7.747961303320765
147,2023-10-30,642.6496462483241,42.12618123786961,17.706623575303336,18.144484532869207,13.19097391349652,8.471090996404994
148,2023-11-06,657.409602551021,38.24188322284385,18.53404206675619,19.210110514553705,12.181157785273252,6.46443012286375
149,2023-11-13,697.896054583042,33.07360675250703,29.686155812147586,15.211503296421238,8.092043649496606,6.884320329053403
150,2023-11-20,722.335264026703,42.20754168317455,25.52996684953649,20.120113320299684,11.846408664550209,4.27370323622165
151,2023-11-27,681.8158702593371,33.07295211116809,15.189544418291863,15.59946443775874,11.760811308429574,5.868184886376569
152,2023-12-04,686.8906944806653,35.79591723757941,21.738542262254786,16.14762755002706,17.39268349993392,7.410434197325383
153,2023-12-11,709.8064779612716,27.92400332525704,17.964608818248376,24.131891879115035,14.682639985540229,7.29895295762573
154,2023-12-18,691.8287599040857,30.465820711014434,18.578180809799523,13.317362763694051,12.034336317274398,6.317414599192575
155,2023-12-25,646.8232017266939,25.11803323689806,20.92662824707691,7.142488510817294,12.74636192940325,7.329590939351928
