week,date,revenue,tv_spend,search_spend,social_spend,display_spend,email_spend,demand
41,2021-10-18,283.8018219096073,12.461348235865765,7.499853149424752,11.291511808490467,8.51390905928262,3.6306379640514344,-1.9543357088748654
42,2021-10-25,312.426344853097,19.814959794742574,4.447619886758876,10.616305486492427,8.123277079385728,3.7416355711116607,-1.671074858957604
43,2021-11-01,356.1499776640642,6.296259157284109,5.884412158809841,9.63105390870549,7.663559756064873,4.860990087014308,-1.7377959374872256
44,2021-11-08,335.17876342541916,8.253950777213674,5.885591732024247,15.83190268289258,9.588918668597751,3.6044093974538094,-1.4693783610513313
45,2021-11-15,437.1554357118965,15.742237470259681,7.693911730407403,12.451630674282573,8.965346293962845,6.485929507445894,-1.131840472633516
46,2021-11-22,404.14063966516085,14.255928736383193,7.48176901519785,17.22375255746799,8.516652185356504,3.915852298689831,-1.6609080363609454
47,2021-11-29,424.928408553661,22.13522574637305,5.233226111462877,13.6069954989009,10.00300802034082,9.235492811112016,-1.0073995695518978
48,2021-12-06,493.38093322915347,23.017658703944193,14.093766524678477,20.34776864293075,8.4559590845202,4.903157916900198,-0.8214317897402513
49,2021-12-13,502.11797976153343,20.395301902005187,16.104773401529457,16.139915260871433,11.941799606122208,5.724321570483698,-0.6487968039537371
50,2021-12-20,565.8499429616595,32.49469044024813,15.689361856106729,20.432391358724736,19.54834086855629,3.938453299967669,-0.2965279863371887
51,2021-12-27,597.450496228142,47.60310609331482,10.549308325859617,17.369280597427363,7.440479988658331,9.040632651500049,0.5472971376841642
52,2022-01-03,514.4126341984946,29.43127618977382,13.841302805995069,13.592152882704456,12.62401161841328,7.575537597982336,-0.13597700215345188
53,2022-01-10,654.3571259737759,49.862513370766564,39.31708431635263,24.601018667109496,11.132610612053762,6.8980482374629934,0.678758733490328
54,2022-01-17,513.1038057686651,29.596383203699578,5.526955160513433,21.35052087694215,13.280709099037672,3.9138238932321685,-0.16715732236099576
55,2022-01-24,628.6471516542132,31.384501752070072,23.388274818996084,20.575093771338118,13.18319113914721,6.581864444563753,0.41231908920793653
56,2022-01-31,597.3683019888744,46.84173284635191,20.887316291078967,14.86247839265855,16.284907064404976,4.610115836970089,0.6549459623169632
57,2022-02-07,714.2580821224643,45.03196259438787,39.90876596701153,15.310726795146845,18.388883733037023,8.916857481470789,0.8459841244652884
58,2022-02-14,689.7758679787916,45.153005778318324,28.662868293882635,15.202524615285466,15.081473686737858,7.89936960874728,0.9078819713280455
59,2022-02-21,703.4842049388716,61.4912679085022,38.666715567328254,13.311974510611748,18.574643837770555,6.747545296776572,0.9383974603521672
60,2022-02-28,673.2946198102155,16.17965023105307,31.05639856201093,21.569903591012384,5.503880015711191,2.468916665590448,0.5130793001321572
61,2022-03-07,695.7430556870795,24.65479038369576,38.37616001594031,26.447816126083612,18.37474588862772,4.736235141580819,0.4565236564018074
62,2022-03-14,718.5642487261383,32.83199481863414,32.99544557712767,23.650037530085207,15.780390048690588,7.710150559297042,0.921175092515649
63,2022-03-21,709.7038366490717,34.81974407368165,30.033873130803038,9.171450764363438,16.92987536945031,8.243201152186844,0.5279045537508313
64,2022-03-28,622.4385948903292,29.906802247614184,13.588202938150053,17.81897025618539,8.558677561605332,7.763404201498178,0.1291888814005805
65,2022-04-04,616.6103998830487,21.148644289922537,29.01976994268171,18.259465564207588,9.868451896997648,3.679869320212332,0.18621004800221597
66,2022-04-11,640.8184988575432,26.20219113814112,19.1565241204202,29.83268464110931,13.1532797860958,6.635313579158254,0.2796486078592714
67,2022-04-18,644.7647365328999,34.68180659596237,28.13491179249218,14.636643237981714,14.079855820022045,8.166617223657422,0.8205351528172747
68,2022-04-25,674.4197479291514,65.42016207968902,30.733338153445544,20.190133601449492,14.855146946035962,3.776732739527037,0.7253219985331423
69,2022-05-02,684.364037868832,65.74456783348741,21.72438318473056,34.283387191871284,18.49571983512595,6.5939006277821965,0.9636368917325169
70,2022-05-09,658.9161313845074,35.47857000218921,30.255239189896958,23.954034476321112,7.554889947482244,6.80527764757052,0.5972004598894006
71,2022-05-16,733.8317252350474,40.18820801288686,41.28030910612611,26.473525692011613,17.67491122030156,6.039155757910112,0.846729651455734
72,2022-05-23,697.9672470066049,35.12530589767959,40.1628641517227,25.327290514394893,14.81766161594489,3.576373677161664,1.0442241746336844
73,2022-05-30,649.6460559577844,22.987394790688445,18.54357608632896,24.165659913316375,13.146445827871885,5.921531801110103,0.7176690481028696
74,2022-06-06,675.4433650803378,45.57577786172801,35.11858883573857,28.940372999327515,9.249202054218953,6.0827932864961,0.9907329663721731
75,2022-06-13,681.7299528488942,29.542393058425883,33.07599234914701,16.95752499579384,15.09457151773205,6.107532984684124,0.5548411956443612
76,2022-06-20,684.0070631361216,38.65652963433112,15.27915436146674,26.342096887574517,5.372652880332876,5.477825049798149,0.6078119878013452
77,2022-06-27,668.5736623637445,23.717009886137284,19.93935533527521,13.802645592064353,15.462665240830269,5.618284449015085,0.5164717476494581
78,2022-07-04,715.7415160982727,25.87601668730262,25.99019349039609,20.109458994677148,7.685514126137405,6.003989010479998,0.10640781654605477
79,2022-07-11,742.9195429532391,40.22675994096593,30.166489322596547,22.352008659174547,13.645391001421663,7.058847324751006,0.5760959897625861
80,2022-07-18,723.4088312609139,33.45531433636727,22.86907912165661,15.50344580355462,11.783147815227847,5.576744317809496,0.060043614470743085
81,2022-07-25,734.5463690278451,33.60312110469368,30.108055754543557,18.143820411935675,15.650342404799519,5.410078891037369,0.04548577830883317
82,2022-08-01,711.6608830922918,20.849499350266992,22.47622759217723,15.24389577942177,11.486815858212255,6.144627284347148,0.009926156280660695
83,2022-08-08,654.2883957237119,32.62556526419858,20.438224492522885,12.344398797524912,9.49512327349307,3.0514809551926603,-0.21765523998018732
84,2022-08-15,649.6052218879074,20.79806517951803,27.119817036012236,14.7519032700585,9.762279304261046,6.4814586946585635,-0.3548054125734054
85,2022-08-22,552.9548086185055,23.56226132678206,11.416847570844833,10.120439211175865,13.364737319865446,5.514239652833143,-0.8428491077026241
86,2022-08-29,474.38698619741893,17.7847142883927,7.999827751210245,13.750361103635655,10.798925220111578,5.397822235679957,-1.156383549124731
87,2022-09-05,458.272967892635,11.846370272291939,10.75021929068081,8.936638364089507,8.522632422899314,6.597010455145983,-1.2040229870038592
88,2022-09-12,366.01929848795464,11.651922705915219,6.966321569804567,11.879284976364453,7.673069054964241,2.5314719044475456,-1.9312961396331942
89,2022-09-19,315.61480916364,13.536782862181688,5.389255484362292,7.065501231355438,4.941262017993956,2.50074481151233,-1.9502189754699681
90,2022-09-26,304.35755313076817,14.129766531835973,4.549737524478419,8.556196999164321,8.877792380688613,5.264303682450217,-1.9702048628736843
91,2022-10-03,350.39847465728224,12.490488359223988,10.255795190352321,8.660194843211524,4.620956678582394,4.966395557157435,-1.8728433377893199
92,2022-10-10,394.6639861242852,22.28057435627144,9.681243300647784,16.0302046036985,10.903746185883907,5.470714692418518,-1.3401431079046007
93,2022-10-17,361.14090307588543,16.8943550186153,5.73383354027152,11.543698309354273,8.736483333703557,4.456959091724511,-1.7452407047774285
94,2022-10-24,418.6970627891614,14.745784615349063,10.352943529141278,11.063615257291351,14.362970485464158,6.057555748813754,-1.4410800801315498
95,2022-10-31,533.0443138528241,25.95843823909565,12.936802408867612,16.50849106423634,7.593399612894714,6.912565022132484,-0.6799844197002474
96,2022-11-07,453.8475818850326,26.56135082685284,9.694578000101808,6.127026129908529,9.38663232653095,6.026503224253027,-1.0980971853430888
97,2022-11-14,591.0508952141676,35.07069883480464,17.000382381732145,15.371548372566473,15.770912590464361,5.340532391372519,-0.49003835293176395
98,2022-11-21,489.9533329920055,14.475662011695949,8.03826238990728,20.79438659417943,13.0891996479009,2.6021827261578103,-0.8691313381769423
99,2022-11-28,590.7400184556625,19.95052242542083,17.48042079273054,16.6657340811251,9.213194114543661,6.897290096700572,-0.36522681233748416
100,2022-12-05,650.3654278198873,33.81717875248225,23.327188259379138,16.260283117892442,11.709484033820413,7.529281452514081,-0.3949400466563466
101,2022-12-12,650.467698232746,23.23671918844914,23.18454993957275,20.854105386538823,12.157076772310873,7.010534537966311,0.06252543305150253
102,2022-12-19,685.4503731319035,28.59702820702088,27.80271572684249,27.289534488259857,14.816589765523116,5.026758612745197,0.7136265542889717
103,2022-12-26,586.5027911548777,26.389509611386906,17.283361072062313,8.964552470106506,9.86960385412734,6.998521689057257,-0.017374144090566295
104,2023-01-02,686.4194197799784,50.460914720508,31.69354301750061,13.859210992397584,14.180427150618447,8.015539753678928,0.9476959324701051
105,2023-01-09,707.6542971026668,46.49745746663301,34.69678310777858,25.78684507281455,8.849807490682888,9.240555826029615,1.0275174954555686
106,2023-01-16,672.497953306258,37.25450690945969,30.108292912571777,19.060594805570172,14.695732208544152,5.100088942435657,0.8471382681774074
107,2023-01-23,685.6314065799652,33.56971002291454,35.87773405656468,28.878887106817725,15.143345172790772,6.028511717971045,0.6302007119051765
108,2023-01-30,716.5389077778947,43.850250032281046,23.957510660161354,24.107910236246163,14.524901268106486,8.067000499548907,1.2474647172384021
109,2023-02-06,709.523110603889,38.56712874057028,46.158285483225136,12.807477550017284,8.859759634648489,6.772530135905383,1.0686477998372164
110,2023-02-13,759.4228031063233,84.9566349678869,41.051455945080825,18.513869076046976,19.66217089033511,4.956273676437887,1.3647129551413673
111,2023-02-20,755.5331759892558,57.34074601604898,47.46791463241488,8.28637275553282,16.94901659133559,7.5340300918623075,1.2904407667508575
112,2023-02-27,858.5560060792825,83.47695855609965,43.752332729899,29.575032456268406,14.237350567522432,8.26885611654185,1.8562433840424248
113,2023-03-06,842.9200776309143,45.029435104257,53.8168402191679,24.37742953682367,14.104951659291418,6.8942489365866475,1.1717569187980033
114,2023-03-13,815.0491217378781,42.464892263453045,44.224861090350345,20.893107055373555,8.924374021704663,6.905217980290684,0.8707548200334763
115,2023-03-20,862.5217679562631,44.80074139869928,53.9623416710611,33.71458855807788,11.563962379080104,6.388402458697511,1.2958755539193823
116,2023-03-27,814.2617084493896,20.580019109211772,27.193475621700685,34.60628280077582,13.484881642031167,9.363171498241224,1.3052797146547799
117,2023-04-03,862.7500393032543,44.20621095210287,67.91274858283533,28.90173042356412,22.14094701688029,5.523421323041454,1.7235356358925504
118,2023-04-10,818.5093682981113,34.75900509754691,55.72773438893315,13.35203792071748,13.737719208018191,5.975602342523305,1.5472211222854697
119,2023-04-17,771.6589759652777,26.730967957701395,27.696906177602585,31.601037232352663,18.410300410274914,6.918997499291936,1.3976880588680598
120,2023-04-24,811.0741544452081,49.35567743200629,59.70693516281242,35.52676645276353,14.983810699303062,8.79072711706062,1.8330146280213209
121,2023-05-01,791.7686783315113,59.06817064032673,37.60355844130512,25.455930507434225,15.278266167922862,4.110306334078149,0.9069153925754551
122,2023-05-08,751.1581436404857,49.74170892717115,45.331014817980574,31.621914219951922,14.560055702369464,4.524820804322778,1.1468199537437145
123,2023-05-15,729.5860981598175,63.453471063017304,39.92199337845259,17.63872512445587,18.142880159783488,3.2790052672362373,1.0797226927467631
124,2023-05-22,787.7128519242791,59.12067000213947,46.91916870713052,39.98491918772956,13.493178398073393,6.891594592465182,1.3040244310831923
125,2023-05-29,760.8841054643153,54.665199591665186,48.70585258362788,18.25309160414358,8.825131136266888,4.758411681669118,0.9607044502349723
126,2023-06-05,798.0311945685968,50.680026607148875,72.01345466143334,35.478951636498174,11.0117537572812,6.421436248994491,1.6896040060849808
127,2023-06-12,786.2962802240788,61.86444292565766,12.749205988583633,15.612591698139928,13.634852606203845,8.0042930479078,1.3520176730896012
128,2023-06-19,772.187152414259,51.35825983444749,30.584948955284005,17.803579195718033,9.773834078558869,5.48229472976517,0.8457692606298951
129,2023-06-26,798.9204155169554,39.46705059408241,33.51743916921515,32.81812501233707,15.937224954403357,6.965931858399443,0.9306125595887217
130,2023-07-03,865.3269653197048,60.98657976876393,24.57574967377808,24.8805151542552,13.76161673186353,6.324078833586381,1.303875294478381
131,2023-07-10,917.0760042982106,62.51640809291952,46.17949706978025,32.711985083959924,25.081025240863134,8.025831587487703,1.355884667932115
132,2023-07-17,914.4934886954238,54.02675545677247,69.0462534020744,30.925960470217674,9.369286284347922,7.887069318343606,1.612245454866385
133,2023-07-24,962.5914621572592,48.84959478766868,41.84110405247867,29.705629055189736,17.926223523561852,5.916118105003158,1.758515797609014
134,2023-07-31,858.9166006943292,29.026027067161618,31.93305093238679,29.29271688750348,9.803017706148742,6.130083414764934,0.6452648551825616
135,2023-08-07,742.1974020242839,29.52693196882124,14.700551343924843,16.534775472762053,10.353379053803952,7.505534771663699,-0.07972934209512796
136,2023-08-14,665.7429231057168,23.434353891712497,10.853290204742793,8.065278643657468,10.774637813717877,6.136995721924404,-0.7122793192370234
137,2023-08-21,677.764886413533,23.89789085697045,26.56215540578119,14.167140853144991,4.972936159441763,3.8847074361223086,-0.05096635401584255
138,2023-08-28,591.5798799598183,22.614026342923626,11.762135101536304,16.89344654102942,11.17932648504732,6.54930891586466,-0.6418024858477938
139,2023-09-04,558.2922941157616,25.109358324065937,14.897114131041157,16.16265283287464,15.477988779380087,4.088382070249992,-0.6731918625321276
140,2023-09-11,499.36863190440874,22.982408827981835,6.234119364796646,8.37878789378486,8.901982901904358,7.426243883955058,-0.8915841909088615
141,2023-09-18,533.9301661055175,28.108318360901343,17.79821930610276,11.486285365116457,10.821571533779716,6.934880289379831,-0.8314741880332774
142,2023-09-25,548.178917802604,31.610548773948274,17.42782418092012,13.386050782247324,13.740595266805059,6.143480082845982,-0.4633377476952693
143,2023-10-02,477.6316876916579,15.890718626251198,11.664451219627033,12.785521352623988,9.765853359662223,5.744445973995981,-0.8208130873906966
144,2023-10-09,491.21507884396203,27.657352755673855,13.196694044159385,8.968436360751799,8.538392906680842,5.188200005310379,-0.9169961879014322
145,2023-10-16,440.89030892095553,15.509972009903043,6.410292709694917,10.674343838979041,4.091829405045207,6.241606981525536,-1.1721009497321941
146,2023-10-23,446.43264060543817,20.811110551886276,11.896196279969006,9.974540225524139,10.74065329660458,4.781389740011736,-1.2975211681664174
147,2023-10-30,505.89407887223433,22.051375030583266,11.93949703039607,17.30572635709345,10.098647673115384,5.912569114239468,-0.7190254603238738
148,2023-11-06,595.9846834228739,22.836476478734436,15.095536269199602,19.300048113405087,8.303398315866216,7.03427597893378,-0.38161398582634776
149,2023-11-13,622.7334750332867,21.60812312990764,23.512118142805008,20.079613494259085,13.649595875224724,5.415328717628348,0.48822300072245073
150,2023-11-20,660.4045216670025,30.38816810972607,18.366027315618236,16.827715999056196,10.496560994321115,5.136656416954797,0.11935773292475446
151,2023-11-27,716.9785688297395,25.77190450840048,35.037650470064406,22.760659273474534,11.902392847641826,4.498996577758113,0.6675955760992335
152,2023-12-04,740.1727446987309,43.42971196218085,26.566599700763177,16.006414108883607,14.87980562878073,4.569194914949157,0.36984833156780145
153,2023-12-11,705.5671518285702,47.69377069354866,28.81266730321376,14.290205673320676,8.575629343671666,3.375760088763525,0.3568902026456848
154,2023-12-18,745.5911894278762,32.882844161485764,29.67111545229517,16.78929437656615,17.282303291919817,7.57960626611128,0.6610714138894783
155,2023-12-25,758.8988299665198,49.33330506983251,39.9993257118786,20.161402850586622,9.44815393695868,9.585599153455512,0.9540304831877044
